Year,Datetime,Stage,Stadium,City,Host Country,Latitude,Longitude,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,RoundID,MatchID,Home Team Initials,Away Team Initials
1970,10 Jun 1970 - 16:00,Group 2,Cuauhtemoc,Puebla ,Mexico,18.833333,-98,Sweden,1,0,Uruguay, ,18163,0,0,LANDAUER Henry (USA),TAYLOR John (ENG),RADULESCU Andrei (ROU),250,1922,SWE,URU
1970,10 Jun 1970 - 16:00,Group 4,Nou Camp - Estadio Le�n,Leon ,Mexico,21.1218598,-101.6825081,Germany FR,3,1,Peru, ,17875,3,1,AGUILAR ELIZALDE Abel (MEX),ORTIZ DE MENDIBIL Jose Maria (ESP),SBARDELLA Antonio (ITA),250,1840,FRG,PER
1970,10 Jun 1970 - 16:00,Group 3,Jalisco,Guadalajara ,Mexico,20.6720375,-103.3383962,Brazil,3,2,Romania, ,50804,2,1,MARSCHALL Ferdinand (AUT),BARRETO RUIZ Ramon (URU),LORAUX Vital (BEL),250,1769,BRA,ROU
1970,10 Jun 1970 - 16:00,Group 1,Estadio Azteca,Mexico City ,Mexico,19.4326296,-99.1331785,Soviet Union,2,0,El Salvador, ,89979,0,0,HORMAZABAL DIAZ Rafael (CHI),COEREZZA Norberto Angel (ARG),DE MORAES Ayrton Vieira (BRA),250,1823,URS,SLV
1970,11 Jun 1970 - 16:00,Group 2,Luis Dosal,Toluca ,Mexico,19.292545,-99.6569007,Italy,0,0,Israel, ,9890,0,0,DE MORAES Ayrton Vieira (BRA),TAREKEGN Seyoum (ETH),TSCHENSCHER Kurt (GER),250,1877,ITA,ISR
1970,11 Jun 1970 - 16:00,Group 4,Nou Camp - Estadio Le�n,Leon ,Mexico,21.1218598,-101.6825081,Bulgaria,1,1,Morocco, ,12299,1,0,SALDANHA RIBEIRO Antonio (POR),BAKHRAMOV Tofik (URS),VAN RAVENS Laurens (NED),250,1779,BUL,MAR
1970,11 Jun 1970 - 16:00,Group 3,Jalisco,Guadalajara ,Mexico,20.6720375,-103.3383962,England,1,0,Czechoslovakia, ,49292,0,0,MACHIN Roger (FRA),EMSBERGER Gyula (HUN),MARSCHALL Ferdinand (AUT),250,1813,ENG,TCH
1970,11 Jun 1970 - 16:00,Group 1,Estadio Azteca,Mexico City ,Mexico,19.4326296,-99.1331785,Mexico,1,0,Belgium, ,108192,1,0,COEREZZA Norberto Angel (ARG),LANDAUER Henry (USA),HORMAZABAL DIAZ Rafael (CHI),250,1752,MEX,BEL
1970,14 Jun 1970 - 12:00,Quarter-finals,Luis Dosal,Toluca ,Mexico,19.292545,-99.6569007,Italy,4,1,Mexico, ,26851,1,1,SCHEURER Ruedi (SUI),DUNSTAN Keith (BER),LANDAUER Henry (USA),251,1882,ITA,MEX
1970,14 Jun 1970 - 12:00,Quarter-finals,Nou Camp - Estadio Le�n,Leon ,Mexico,21.1218598,-101.6825081,Germany FR,3,2,England,Germany FR win after extra time ,23357,0,0,COEREZZA Norberto Angel (ARG),VELASQUEZ Guillermo (COL),ORTIZ DE MENDIBIL Jose Maria (ESP),251,1811,FRG,ENG
1970,14 Jun 1970 - 12:00,Quarter-finals,Jalisco,Guadalajara ,Mexico,20.6720375,-103.3383962,Brazil,4,2,Peru, ,54233,2,1,LORAUX Vital (BEL),MARSCHALL Ferdinand (AUT),EMSBERGER Gyula (HUN),251,1768,BRA,PER
1970,14 Jun 1970 - 12:00,Quarter-finals,Estadio Azteca,Mexico City ,Mexico,19.4326296,-99.1331785,Uruguay,1,0,Soviet Union,Uruguay win after extra time ,26085,0,0,VAN RAVENS Laurens (NED),DAVIDSON Bob (SCO),GLOECKNER Rudolf (GDR),251,1925,URU,URS
1970,17 Jun 1970 - 16:00,Semi-finals,Jalisco,Guadalajara ,Mexico,20.6720375,-103.3383962,Brazil,3,1,Uruguay, ,51261,1,1,ORTIZ DE MENDIBIL Jose Maria (ESP),BAKHRAMOV Tofik (URS),MARSCHALL Ferdinand (AUT),569,1771,BRA,URU
1970,17 June 1970 - 16:00,Semi-finals,Estadio Azteca,Mexico City ,Mexico,19.4326296,-99.1331785,Italy,4,3,Germany FR,Italy win after extra time ,102444,0,0,YAMASAKI MALDONADO Arturo (MEX),HORMAZABAL DIAZ Rafael (CHI),VELASQUEZ Guillermo (COL),569,1838,ITA,FRG
1970,20 Jun 1970 - 16:00,Match for third place,Estadio Azteca,Mexico City ,Mexico,19.4326296,-99.1331785,Germany FR,1,0,Uruguay, ,104403,1,0,SBARDELLA Antonio (ITA),MARSCHALL Ferdinand (AUT),AGUILAR ELIZALDE Abel (MEX),3477,1843,FRG,URU
1970,21 Jun 1970 - 12:00,Final,Estadio Azteca,Mexico City ,Mexico,19.4326296,-99.1331785,Brazil,4,1,Italy, ,107412,1,1,GLOECKNER Rudolf (GDR),SCHEURER Ruedi (SUI),COEREZZA Norberto Angel (ARG),3476,1765,BRA,ITA
1974,13 Jun 1974 - 17:00,Group 2,Waldstadion,Frankfurt,Germany,50.1106444,8.6820917,Brazil,0,0,Yugoslavia, ,62000,0,0,SCHEURER Ruedi (SUI),LORAUX Vital (BEL),PESTARINO Luis (ARG),262,1986,BRA,YUG
1974,14 Jun 1974 - 16:00,Group 1,Olympiastadion,Berlin West ,Germany,52.5170365,13.3888599,Germany FR,1,0,Chile, ,81100,1,0,BABACAN Dogan (TUR),TAYLOR John (ENG),WINSEMANN Werner (CAN),262,2003,FRG,CHI
1974,14 Jun 1974 - 19:30,Group 1,Volksparkstadion,Hamburg ,Germany,53.5437641,10.0099133,German DR,2,0,Australia, ,17000,0,0,NDIAYE Youssou (SEN),SANCHEZ IBANEZ Pablo (ESP),DELGADO Omar (COL),262,1955,GDR,AUS
1974,14 Jun 1974 - 19:30,Group 2,Westfalenstadion,Dortmund ,Germany,51.5142273,7.4652789,Zaire,0,2,Scotland, ,27000,0,2,SCHULENBURG Gerhard (GER),BOSKOVIC Tony (AUS),WEYLAND Hans Joachim (FRG),262,2176,ZAI,SCO
1974,15 Jun 1974 - 16:00,Group 3,Niedersachsenstadion,Hanover ,Germany,52.3744779,9.7385532,Uruguay,0,2,Netherlands, ,55100,0,1,PALOTAI Karoly (HUN),KAZAKOV Pavel (URS),RAINEA Nicolae (ROU),262,2098,URU,NED
1974,15 Jun 1974 - 16:00,Group 3,Rheinstadion,Düsseldorf,Germany,51.5,10.5,Sweden,0,0,Bulgaria, ,23800,0,0,PEREZ NUNEZ Edison A. (PER),GONZALEZ ARCHUNDIA Alfonso (MEX),SUPPIAH George (SIN),262,1995,SWE,BUL
1974,15 Jun 1974 - 18:00,Group 4,Olympiastadion,Munich ,Germany,48.1371079,11.5753822,Italy,3,1,Haiti, ,53000,0,0,LLOBREGAT Vicente (VEN),NAMDAR Jafar (IRN),MARQUES Armando (BRA),262,2083,ITA,HAI
1974,15 Jun 1974 - 18:00,Group 4,Neckarstadion,Stuttgart ,Germany,48.7784485,9.1800132,Poland,3,2,Argentina, ,32700,2,0,THOMAS Clive (WAL),ALDINGER Heinz (GER),DAVIDSON Bob (SCO),262,1952,POL,ARG
1974,18 Jun 1974 - 16:00,Group 1,Volksparkstadion,Hamburg ,Germany,53.5437641,10.0099133,Australia,0,3,Germany FR, ,53300,0,2,KAMEL Mahmoud (EGY),GONZALEZ ARCHUNDIA Alfonso (MEX),PEREZ NUNEZ Edison A. (PER),262,1954,AUS,FRG
1974,18 Jun 1974 - 19:30,Group 2,Waldstadion,Frankfurt,Germany,50.1106444,8.6820917,Scotland,0,0,Brazil, ,62000,0,0,VAN GEMERT Arie (NED),PALOTAI Karoly (HUN),LINEMAYR Erich (AUT),262,1985,SCO,BRA
1974,18 Jun 1974 - 19:30,Group 1,Olympiastadion,Berlin West ,Germany,52.5170365,13.3888599,Chile,1,1,German DR, ,28300,0,0,ANGONESE Aurelio (ITA),SCHEURER Ruedi (SUI),DAVIDSON Bob (SCO),262,2004,CHI,GDR
1974,18 Jun 1974 - 19:30,Group 2,Parkstadion,Gelsenkirchen ,Germany,51.5110321,7.0960124,Yugoslavia,9,0,Zaire, ,31700,6,0,DELGADO Omar (COL),LLOBREGAT Vicente (VEN),BARRETO RUIZ Ramon (URU),262,2186,YUG,ZAI
1974,19 Jun 1974 - 19:30,Group 3,Westfalenstadion,Dortmund ,Germany,51.5142273,7.4652789,Netherlands,0,0,Sweden, ,53700,0,0,WINSEMANN Werner (CAN),TSCHENSCHER Kurt (GER),THOMAS Clive (WAL),262,2097,NED,SWE
1974,19 Jun 1974 - 19:30,Group 3,Niedersachsenstadion,Hanover ,Germany,52.3744779,9.7385532,Bulgaria,1,1,Uruguay, ,13400,0,0,TAYLOR John (ENG),BABACAN Dogan (TUR),OHMSEN Klaus (GER),262,1996,BUL,URU
1974,19 Jun 1974 - 19:30,Group 4,Olympiastadion,Munich ,Germany,48.1371079,11.5753822,Haiti,0,7,Poland, ,25300,0,5,SUPPIAH George (SIN),BIWERSI Ferdinand (GER),ESCHWEILER Walter (GER),262,2085,HAI,POL
1974,19 Jun 1974 - 19:30,Group 4,Neckarstadion,Stuttgart ,Germany,48.7784485,9.1800132,Argentina,1,1,Italy, ,70100,1,1,KAZAKOV Pavel (URS),GLOECKNER Rudolf (GDR),RAINEA Nicolae (ROU),262,1949,ARG,ITA
1974,22 Jun 1974 - 16:00,Group 2,Waldstadion,Frankfurt,Germany,50.1106444,8.6820917,Scotland,1,1,Yugoslavia, ,56000,0,0,GONZALEZ ARCHUNDIA Alfonso (MEX),GLOECKNER Rudolf (GDR),TSCHENSCHER Kurt (GER),262,2175,SCO,YUG
1974,22 Jun 1974 - 16:00,Group 1,Olympiastadion,Berlin West ,Germany,52.5170365,13.3888599,Australia,0,0,Chile, ,17400,0,0,NAMDAR Jafar (IRN),LORAUX Vital (BEL),VAN GEMERT Arie (NED),262,1953,AUS,CHI
1974,22 Jun 1974 - 16:00,Group 2,Parkstadion,Gelsenkirchen ,Germany,51.5110321,7.0960124,Zaire,0,3,Brazil, ,36200,0,1,RAINEA Nicolae (ROU),ANGONESE Aurelio (ITA),OHMSEN Klaus (GER),262,1987,ZAI,BRA
1974,22 June 1974 - 19:30,Group 1,Volksparkstadion,Hamburg ,Germany,53.5437641,10.0099133,German DR,1,0,Germany FR, ,60200,0,0,BARRETO RUIZ Ramon (URU),MARQUES Armando (BRA),PESTARINO Luis (ARG),262,2062,GDR,FRG
1974,23 Jun 1974 - 16:00,Group 3,Westfalenstadion,Dortmund ,Germany,51.5142273,7.4652789,Bulgaria,1,4,Netherlands, ,53300,0,2,BOSKOVIC Tony (AUS),BIWERSI Ferdinand (GER),ESCHWEILER Walter (GER),262,1990,BUL,NED
1974,23 Jun 1974 - 16:00,Group 4,Olympiastadion,Munich ,Germany,48.1371079,11.5753822,Argentina,4,1,Haiti, ,25900,2,0,SANCHEZ IBANEZ Pablo (ESP),KAMEL Mahmoud (EGY),NDIAYE Birame (SEN),262,1947,ARG,HAI
1974,23 Jun 1974 - 16:00,Group 3,Rheinstadion,Düsseldorf,Germany,51.5,10.5,Sweden,3,0,Uruguay, ,28300,0,0,LINEMAYR Erich (AUT),LLOBREGAT Vicente (VEN),ALDINGER Heinz (GER),262,2181,SWE,URU
1974,23 Jun 1974 - 16:00,Group 4,Neckarstadion,Stuttgart ,Germany,48.7784485,9.1800132,Poland,2,1,Italy, ,70100,2,0,WEYLAND Hans Joachim (FRG),WINSEMANN Werner (CAN),SCHULENBURG Gerhard (GER),262,2129,POL,ITA
1974,26 Jun 1974 - 16:00,Group B,Rheinstadion,Düsseldorf,Germany,51.5,10.5,Yugoslavia,0,2,Germany FR, ,67385,0,1,MARQUES Armando (BRA),ANGONESE Aurelio (ITA),PEREZ NUNEZ Edison A. (PER),263,2066,YUG,FRG
1974,26 Jun 1974 - 19:30,Group A,Niedersachsenstadion,Hanover ,Germany,52.3744779,9.7385532,Brazil,1,0,German DR, ,59863,0,0,THOMAS Clive (WAL),BABACAN Dogan (TUR),BOSKOVIC Tony (AUS),263,1982,BRA,GDR
1974,26 Jun 1974 - 19:30,Group A,Parkstadion,Gelsenkirchen ,Germany,51.5110321,7.0960124,Netherlands,4,0,Argentina, ,56548,2,0,DAVIDSON Bob (SCO),TSCHENSCHER Kurt (GER),KAZAKOV Pavel (URS),263,1948,NED,ARG
1974,26 Jun 1974 - 19:30,Group B,Neckarstadion,Stuttgart ,Germany,48.7784485,9.1800132,Sweden,0,1,Poland, ,44955,0,1,BARRETO RUIZ Ramon (URU),GONZALEZ ARCHUNDIA Alfonso (MEX),PESTARINO Luis (ARG),263,2167,SWE,POL
1974,30 Jun 1974 - 16:00,Group A,Niedersachsenstadion,Hanover ,Germany,52.3744779,9.7385532,Argentina,1,2,Brazil, ,39400,1,1,LORAUX Vital (BEL),NDIAYE Birame (SEN),TAYLOR John (ENG),263,1945,ARG,BRA
1974,30 Jun 1974 - 16:00,Group B,Waldstadion,Frankfurt,Germany,50.1106444,8.6820917,Poland,2,1,Yugoslavia, ,58000,1,1,GLOECKNER Rudolf (GDR),MARQUES Armando (BRA),WINSEMANN Werner (CAN),263,2170,POL,YUG
1974,30 Jun 1974 - 16:00,Group A,Parkstadion,Gelsenkirchen ,Germany,51.5110321,7.0960124,German DR,0,2,Netherlands, ,68348,0,1,SCHEURER Ruedi (SUI),LINEMAYR Erich (AUT),DELGADO Omar (COL),263,2067,GDR,NED
1974,30 Jun 1974 - 19:30,Group B,Rheinstadion,Düsseldorf,Germany,51.5,10.5,Germany FR,4,2,Sweden, ,67800,0,1,KAZAKOV Pavel (URS),RAINEA Nicolae (ROU),SANCHEZ IBANEZ Pablo (ESP),263,2065,FRG,SWE
1974,03 Jul 1974 - 17:00,Group B,Waldstadion,Frankfurt,Germany,50.1106444,8.6820917,Poland,0,1,Germany FR, ,62000,0,0,LINEMAYR Erich (AUT),PALOTAI Karoly (HUN),SCHEURER Ruedi (SUI),263,2064,POL,FRG
1974,03 Jul 1974 - 19:30,Group A,Westfalenstadion,Dortmund ,Germany,51.5142273,7.4652789,Netherlands,2,0,Brazil, ,53700,0,0,TSCHENSCHER Kurt (GER),DAVIDSON Bob (SCO),SUPPIAH George (SIN),263,1983,NED,BRA
1974,03 Jul 1974 - 19:30,Group A,Parkstadion,Gelsenkirchen ,Germany,51.5110321,7.0960124,Argentina,1,1,German DR, ,54254,1,1,TAYLOR John (ENG),KAMEL Mahmoud (EGY),THOMAS Clive (WAL),263,1946,ARG,GDR
1974,03 Jul 1974 - 19:30,Group B,Rheinstadion,Düsseldorf,Germany,51.5,10.5,Sweden,2,1,Yugoslavia, ,41300,1,1,PESTARINO Luis (ARG),BARRETO RUIZ Ramon (URU),LLOBREGAT Vicente (VEN),263,2182,SWE,YUG
1974,06 Jul 1974 - 16:00,Match for third place,Olympiastadion,Munich ,Germany,48.1371079,11.5753822,Brazil,0,1,Poland, ,77100,0,0,ANGONESE Aurelio (ITA),NAMDAR Jafar (IRN),NDIAYE Birame (SEN),264,1984,BRA,POL
1974,07 July 1974 - 16:00,Final,Olympiastadion,Munich ,Germany,48.1371079,11.5753822,Netherlands,1,2,Germany FR, ,78200,1,2,TAYLOR John (ENG),GONZALEZ ARCHUNDIA Alfonso (MEX),BARRETO RUIZ Ramon (URU),605,2063,NED,FRG
1978,01 Jun 1978 - 15:00,Group 2,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,-34.6075682,-58.4370894,Germany FR,0,0,Poland, ,67579,0,0,COEREZZA Norberto Angel (ARG),ITHURRALDE Arturo Andres (ARG),COMESANA Miguel (ARG),278,2351,FRG,POL
1978,02 Jun 1978 - 13:45,Group 1,Estadio Jos� Mar�a Minella,Mar Del Plata ,Argentina,-37.9977225,-57.5482703,Italy,2,1,France, ,42373,1,1,RAINEA Nicolae (ROU),LINEMAYR Erich (AUT),SILVAGNO CAVANNA Juan (CHI),278,2347,ITA,FRA
1978,02 Jun 1978 - 16:45,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,-32.9595004,-60.6615415,Tunisia,3,1,Mexico, ,17396,0,1,GORDON John (SCO),DUBACH Jean (SUI),GONELLA Sergio (ITA),278,2433,TUN,MEX
1978,02 Jun 1978 - 19:15,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,-34.6075682,-58.4370894,Argentina,2,1,Hungary, ,71615,1,1,GARRIDO Antonio (POR),NDIAYE Youssou (SEN),PARTRIDGE Pat (ENG),278,2199,ARG,HUN
1978,03 Jun 1978 - 13:45,Group 3,Estadio Jos� Mar�a Minella,Mar Del Plata ,Argentina,-37.9977225,-57.5482703,Sweden,1,1,Brazil, ,32569,1,1,THOMAS Clive (WAL),JARGUZ Alojzy (POL),NAMDAR Jafar (IRN),278,2253,SWE,BRA
1978,03 Jun 1978 - 13:45,Group 3,Jose Amalfitani,Buenos Aires ,Argentina,-34.6075682,-58.4370894,Austria,2,1,Spain, ,40841,1,1,PALOTAI Karoly (HUN),BARRETO RUIZ Ramon (URU),IVANOV Anatoly (URS),278,2216,AUT,ESP
1978,03 Jun 1978 - 16:45,Group 4,Estadio Ol�mpico Chateau Carreras,Cordoba ,Argentina,-31.4173391,-64.183319,Peru,3,1,Scotland, ,37927,1,1,ERIKSSON Ulf (SWE),GEBREYESUS DIFUE Tesfaye (ERI),MARTINEZ Angel (ESP),278,2451,PER,SCO
1978,03 Jun 1978 - 16:45,Group 4,San Martin,Mendoza ,Argentina,-34.7871961,-68.4380712,Netherlands,3,0,IR Iran, ,33431,1,0,GONZALEZ ARCHUNDIA Alfonso (MEX),WURTZ Robert (FRA),COMESANA Miguel (ARG),278,2388,NED,IRN
1978,06 Jun 1978 - 13:45,Group 1,Estadio Jos� Mar�a Minella,Mar Del Plata ,Argentina,-37.9977225,-57.5482703,Italy,3,1,Hungary, ,26533,2,0,BARRETO RUIZ Ramon (URU),BIWERSI Ferdinand (GER),GORDON John (SCO),278,2396,ITA,HUN
1978,06 Jun 1978 - 16:45,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,-32.9595004,-60.6615415,Poland,1,0,Tunisia, ,9624,1,0,MARTINEZ Angel (ESP),PESTARINO Luis (ARG),THOMAS Clive (WAL),278,2454,POL,TUN
1978,06 Jun 1978 - 16:45,Group 2,Estadio Ol�mpico Chateau Carreras,Cordoba ,Argentina,-31.4173391,-64.183319,Germany FR,6,0,Mexico, ,35258,4,0,BOUZO Farouk (SYR),GARRIDO Antonio (POR),RION Francis (BEL),278,2350,FRG,MEX
1978,06 Jun 1978 - 19:15,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,-34.6075682,-58.4370894,Argentina,2,1,France, ,71666,1,0,DUBACH Jean (SUI),OROZCO GUERRERO Cesar (PER),WINSEMANN Werner (CAN),278,2197,ARG,FRA
1978,07 Jun 1978 - 13:45,Group 3,Estadio Jos� Mar�a Minella,Mar Del Plata ,Argentina,-37.9977225,-57.5482703,Brazil,0,0,Spain, ,34771,0,0,GONELLA Sergio (ITA),KLEIN Abraham (ISR),ITHURRALDE Arturo Andres (ARG),278,2246,BRA,ESP
1978,07 Jun 1978 - 13:45,Group 3,Jose Amalfitani,Buenos Aires ,Argentina,-34.6075682,-58.4370894,Austria,1,0,Sweden, ,41424,1,0,CORVER Charles (NED),MAKSIMOVIC Dusan (SCG),SEOUDI Hedi (TUN),278,2224,AUT,SWE
1978,07 Jun 1978 - 16:45,Group 4,Estadio Ol�mpico Chateau Carreras,Cordoba ,Argentina,-31.4173391,-64.183319,Scotland,1,1,IR Iran, ,7938,1,0,NDIAYE Youssou (SEN),RAINEA Nicolae (ROU),COELHO Arnaldo (BRA),278,2408,SCO,IRN
1978,07 Jun 1978 - 16:45,Group 4,San Martin,Mendoza ,Argentina,-34.7871961,-68.4380712,Netherlands,0,0,Peru, ,28125,0,0,PROKOP Adolf (GDR),COEREZZA Norberto Angel (ARG),IVANOV Anatoly (URS),278,2394,NED,PER
1978,10 Jun 1978 - 15:10,Group 1,Estadio Jos� Mar�a Minella,Mar Del Plata ,Argentina,-37.9977225,-57.5482703,France,3,1,Hungary, ,23127,3,1,COELHO Arnaldo (BRA),PARTRIDGE Pat (ENG),SILVAGNO CAVANNA Juan (CHI),278,2344,FRA,HUN
1978,10 Jun 1978 - 16:45,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,-32.9595004,-60.6615415,Poland,3,1,Mexico, ,22651,1,0,NAMDAR Jafar (IRN),ERIKSSON Ulf (SWE),CORVER Charles (NED),278,2431,POL,MEX
1978,10 Jun 1978 - 16:45,Group 2,Estadio Ol�mpico Chateau Carreras,Cordoba ,Argentina,-31.4173391,-64.183319,Germany FR,0,0,Tunisia, ,30667,0,0,OROZCO GUERRERO Cesar (PER),COMESANA Miguel (ARG),PESTARINO Luis (ARG),278,2352,FRG,TUN
1978,10 Jun 1978 - 19:15,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,-34.6075682,-58.4370894,Italy,1,0,Argentina, ,71712,0,0,KLEIN Abraham (ISR),GONZALEZ ARCHUNDIA Alfonso (MEX),RION Francis (BEL),278,2200,ITA,ARG
1978,11 Jun 1978 - 13:45,Group 3,Estadio Jos� Mar�a Minella,Mar Del Plata ,Argentina,-37.9977225,-57.5482703,Brazil,1,0,Austria, ,35221,1,0,WURTZ Robert (FRA),BOUZO Farouk (SYR),GEBREYESUS DIFUE Tesfaye (ERI),278,2215,BRA,AUT
1978,11 Jun 1978 - 13:45,Group 3,Jose Amalfitani,Buenos Aires ,Argentina,-34.6075682,-58.4370894,Spain,1,0,Sweden, ,42132,0,0,BIWERSI Ferdinand (GER),ITHURRALDE Arturo Andres (ARG),PROKOP Adolf (GDR),278,2337,ESP,SWE
1978,11 Jun 1978 - 16:45,Group 4,Estadio Ol�mpico Chateau Carreras,Cordoba ,Argentina,-31.4173391,-64.183319,Peru,4,1,Iran, ,21262,3,1,JARGUZ Alojzy (POL),MAKSIMOVIC Dusan (SCG),WINSEMANN Werner (CAN),278,2405,PER,IRN
1978,11 Jun 1978 - 16:45,Group 4,San Martin,Mendoza ,Argentina,-34.7871961,-68.4380712,Scotland,3,2,Netherlands, ,35130,1,1,LINEMAYR Erich (AUT),PALOTAI Karoly (HUN),SEOUDI Hedi (TUN),278,2395,SCO,NED
1978,14 Jun 1978 - 13:45,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,-34.6075682,-58.4370894,Germany FR,0,0,Italy, ,67547,0,0,MAKSIMOVIC Dusan (SCG),GONZALEZ ARCHUNDIA Alfonso (MEX),COMESANA Miguel (ARG),279,2349,FRG,ITA
1978,14 Jun 1978 - 13:45,Group A,Estadio Ol�mpico Chateau Carreras,Cordoba ,Argentina,-31.4173391,-64.183319,Netherlands,5,1,Austria, ,25050,3,0,GORDON John (SCO),ITHURRALDE Arturo Andres (ARG),BOUZO Farouk (SYR),279,2220,NED,AUT
1978,14 Jun 1978 - 16:45,Group B,San Martin,Mendoza ,Argentina,-34.7871961,-68.4380712,Brazil,3,0,Peru, ,31278,2,0,RAINEA Nicolae (ROU),DUBACH Jean (SUI),WINSEMANN Werner (CAN),279,2251,BRA,PER
1978,14 Jun 1978 - 19:15,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,-32.9595004,-60.6615415,Argentina,2,0,Poland, ,37091,1,0,ERIKSSON Ulf (SWE),NAMDAR Jafar (IRN),GEBREYESUS DIFUE Tesfaye (ERI),279,2202,ARG,POL
1978,18 Jun 1978 - 13:45,Group B,San Martin,Mendoza ,Argentina,-34.7871961,-68.4380712,Poland,1,0,Peru, ,35288,0,0,PARTRIDGE Pat (ENG),CLIVE Thomas (WAL),CORVER Charles (NED),279,2450,POL,PER
1978,18 Jun 1978 - 16:45,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,-34.6075682,-58.4370894,Italy,1,0,Austria, ,66695,1,0,RION Francis (BEL),COEREZZA Norberto Angel (ARG),NDIAYE Youssou (SEN),279,2221,ITA,AUT
1978,18 Jun 1978 - 16:45,Group A,Estadio Ol�mpico Chateau Carreras,Cordoba ,Argentina,-31.4173391,-64.183319,Germany FR,2,2,Netherlands, ,40750,1,1,BARRETO RUIZ Ramon (URU),COMESANA Miguel (ARG),COELHO Arnaldo (BRA),279,2348,FRG,NED
1978,18 Jun 1978 - 19:15,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,-32.9595004,-60.6615415,Argentina,0,0,Brazil, ,37326,0,0,PALOTAI Karoly (HUN),LINEMAYR Erich (AUT),PROKOP Adolf (GDR),279,2196,ARG,BRA
1978,21 Jun 1978 - 13:45,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,-34.6075682,-58.4370894,Netherlands,2,1,Italy, ,67433,0,1,MARTINEZ Angel (ESP),PESTARINO Luis (ARG),OROZCO GUERRERO Cesar (PER),279,2391,NED,ITA
1978,21 Jun 1978 - 13:45,Group A,Estadio Ol�mpico Chateau Carreras,Cordoba ,Argentina,-31.4173391,-64.183319,Austria,3,2,Germany FR, ,38318,0,1,KLEIN Abraham (ISR),JARGUZ Alojzy (POL),GARRIDO Antonio (POR),279,2217,AUT,FRG
1978,21 Jun 1978 - 16:45,Group B,San Martin,Mendoza ,Argentina,-34.7871961,-68.4380712,Brazil,3,1,Poland, ,39586,1,1,SILVAGNO CAVANNA Juan (CHI),IVANOV Anatoly (URS),GONZALEZ ARCHUNDIA Alfonso (MEX),279,2252,BRA,POL
1978,21 Jun 1978 - 19:15,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,-32.9595004,-60.6615415,Argentina,6,0,Peru, ,37315,2,0,WURTZ Robert (FRA),BIWERSI Ferdinand (GER),GONELLA Sergio (ITA),279,2201,ARG,PER
1978,24 Jun 1978 - 15:00,Match for third place,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,-34.6075682,-58.4370894,Brazil,2,1,Italy, ,69659,0,1,KLEIN Abraham (ISR),GONZALEZ ARCHUNDIA Alfonso (MEX),PALOTAI Karoly (HUN),280,2247,BRA,ITA
1978,25 Jun 1978 - 15:00,Final,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,-34.6075682,-58.4370894,Argentina,3,1,Netherlands,Argentina win after extra time ,71483,0,0,GONELLA Sergio (ITA),BARRETO RUIZ Ramon (URU),LINEMAYR Erich (AUT),639,2198,ARG,NED
1982,13 Jun 1982 - 20:00,Group 3,Camp Nou,Barcelona ,Spain,41.3828939,2.1774322,Argentina,0,1,Belgium, ,95000,0,0,CHRISTOV Vojtech (TCH),PALOTAI Karoly (HUN),JARGUZ Alojzy (POL),293,749,ARG,BEL
1982,14 Jun 1982 - 17:15,Group 1,Estadio Municipal de Bala�dos,Vigo ,Spain,42.2376602,-8.7247205,Italy,0,0,Poland, ,33000,0,0,VAUTROT Michel (FRA),PROKOP Adolf (GDR),RAINEA Nicolae (ROU),293,995,ITA,POL
1982,14 Jun 1982 - 21:00,Group 6,Ramon Sanchez Pizjuan,Seville ,Spain,37.3886303,-5.9953403,Brazil,2,1,Soviet Union, ,68000,0,1,LAMO CASTILLO Augusto (ESP),SANCHEZ ARMINIO Victoriano (ESP),GARCIA CARRION Jose L. (ESP),293,791,BRA,URS
1982,15 Jun 1982 - 17:15,Group 1,Riazor,A Coruña,Spain,40,-4,Peru,0,0,Cameroon, ,11000,0,0,WOEHRER Franz (AUT),RAINEA Nicolae (ROU),PROKOP Adolf (GDR),293,833,PER,CMR
