Year,Datetime,Stage,Stadium,City,Host Country,Latitude,Longitude,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,RoundID,MatchID,Home Team Initials,Away Team Initials
2006,11 Jun 2006 - 15:00,Group C,Zentralstadion,Leipzig ,Germany,51.3406321,12.3747329,"rn"">Serbia and Montenegro",0,1,Netherlands, ,43000,0,1,MERK Markus (GER),SCHRAER Christian (GER),SALVER Jan-Hendrik (GER),97410100,97410006,SCG,NED
2006,11 Jun 2006 - 18:00,Group D,Franken-Stadion,Nuremberg ,Germany,49.453872,11.077298,Mexico,3,1,Iran, ,41000,1,1,ROSETTI Roberto (ITA),COPELLI Cristiano (ITA),STAGNOLI Alessandro (ITA),97410100,97410007,MEX,IRN
2006,11 Jun 2006 - 21:00,Group D,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,50.938361,6.959974,Angola,0,1,Portugal, ,45000,0,1,LARRIONDA Jorge (URU),RIAL Walter (URU),FANDINO Pablo (URU),97410100,97410008,ANG,POR
2006,12 Jun 2006 - 15:00,Group F,Fritz-Walter-Stadion,Kaiserslautern ,Germany,49.4432174,7.7689951,Australia,3,1,Japan, ,46000,0,1,ABD EL FATAH Essam (EGY),DANTE Dramane (MLI),NDOYE Mamadou (SEN),97410100,97410012,AUS,JPN
2006,12 Jun 2006 - 18:00,Group E,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,51.5110321,7.0960124,USA,0,3,Czech Republic, ,52000,0,2,AMARILLA Carlos (PAR),ANDINO Amelio (PAR),BERNAL Manuel (PAR),97410100,97410010,USA,CZE
2006,12 Jun 2006 - 21:00,Group E,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,52.3744779,9.7385532,Italy,2,0,Ghana, ,43000,1,0,SIMON Carlos (BRA),TAVARES Aristeu (BRA),CORONA Ednilson (BRA),97410100,97410009,ITA,GHA
2006,13 Jun 2006 - 15:00,Group G,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,50.0537637,8.6370858,Korea Republic,2,1,Togo, ,48000,0,1,POLL Graham (ENG),SHARP Philip (ENG),TURNER Glenn (ENG),97410100,97410014,KOR,TOG
2006,13 Jun 2006 - 18:00,Group G,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,48.7784485,9.1800132,France,0,0,Switzerland, ,52000,0,0,IVANOV Valentin (RUS),GOLUBEV Nikolai (RUS),VOLNIN Evgueni (RUS),97410100,97410013,FRA,SUI
2006,13 Jun 2006 - 21:00,Group F,Olympiastadion,Berlin ,Germany,52.5170365,13.3888599,Brazil,1,0,Croatia, ,72000,1,0,ARCHUNDIA Benito (MEX),RAMIREZ Jose (MEX),VERGARA Hector (CAN),97410100,97410011,BRA,CRO
2006,14 Jun 2006 - 15:00,Group H,Zentralstadion,Leipzig ,Germany,51.3406321,12.3747329,Spain,4,0,Ukraine, ,43000,2,0,BUSACCA Massimo (SUI),BURAGINA Francesco (SUI),ARNET Matthias (SUI),97410100,97410015,ESP,UKR
2006,14 Jun 2006 - 18:00,Group H,"FIFA World Cup Stadium, Munich",Munich ,Germany,48.1371079,11.5753822,Tunisia,2,2,Saudi Arabia, ,66000,1,0,SHIELD Mark (AUS),GIBSON Nathan (AUS),WILSON Ben (AUS),97410100,97410016,TUN,KSA
2006,14 Jun 2006 - 21:00,Group A,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,51.5142273,7.4652789,Germany,1,0,Poland, ,65000,0,0,MEDINA CANTALEJO Luis (ESP),GIRALDEZ CARRASCO Victoriano (ESP),MEDINA HERNANDEZ Pedro (ESP),97410100,97410017,GER,POL
2006,15 Jun 2006 - 15:00,Group A,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,53.5437641,10.0099133,Ecuador,3,0,Costa Rica, ,50000,1,0,CODJIA Coffi (BEN),NTAGUNGIRA Celestin (RWA),ADERODJOU Aboudou (BEN),97410100,97410018,ECU,CRC
2006,15 Jun 2006 - 18:00,Group B,Franken-Stadion,Nuremberg ,Germany,49.453872,11.077298,England,2,0,"rn"">Trinidad and Tobago", ,41000,0,0,KAMIKAWA Toru (JPN),HIROSHIMA Yoshikazu (JPN),KIM Dae Young (KOR),97410100,97410019,ENG,TRI
2006,15 Jun 2006 - 21:00,Group B,Olympiastadion,Berlin ,Germany,52.5170365,13.3888599,Sweden,1,0,Paraguay, ,72000,0,0,MICHEL Lubos (SVK),Roman SLYSKO (SVK),BALKO Martin (SVK),97410100,97410020,SWE,PAR
2006,16 Jun 2006 - 15:00,Group C,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,51.5110321,7.0960124,Argentina,6,0,"rn"">Serbia and Montenegro", ,52000,3,0,ROSETTI Roberto (ITA),COPELLI Cristiano (ITA),STAGNOLI Alessandro (ITA),97410100,97410021,ARG,SCG
2006,16 Jun 2006 - 18:00,Group C,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,48.7784485,9.1800132,Netherlands,2,1,C�te d'Ivoire, ,52000,2,1,RUIZ Oscar (COL),TAMAYO Fernando (ECU),NAVIA Jose (COL),97410100,97410022,NED,CIV
2006,16 Jun 2006 - 21:00,Group D,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,52.3744779,9.7385532,Mexico,0,0,Angola, ,43000,0,0,MAIDIN Shamsul (SIN),PERMPANICH Prachya (THA),GHULOUM Eisa (UAE),97410100,97410023,MEX,ANG
2006,17 Jun 2006 - 15:00,Group D,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,50.0537637,8.6370858,Portugal,2,0,IR Iran, ,48000,0,0,POULAT Eric (FRA),DAGORNE Lionel (FRA),TEXIER Vincent (FRA),97410100,97410024,POR,IRN
2006,17 Jun 2006 - 18:00,Group E,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,50.938361,6.959974,Czech Republic,0,2,Ghana, ,45000,0,1,ELIZONDO Horacio (ARG),GARCIA Dario (ARG),OTERO Rodolfo (ARG),97410100,97410026,CZE,GHA
2006,17 Jun 2006 - 21:00,Group E,Fritz-Walter-Stadion,Kaiserslautern ,Germany,49.4432174,7.7689951,Italy,1,1,USA, ,46000,1,1,LARRIONDA Jorge (URU),RIAL Walter (URU),FANDINO Pablo (URU),97410100,97410025,ITA,USA
2006,18 Jun 2006 - 15:00,Group F,Franken-Stadion,Nuremberg ,Germany,49.453872,11.077298,Japan,0,0,Croatia, ,41000,0,0,DE BLEECKERE Frank (BEL),HERMANS Peter (BEL),VROMANS Walter (BEL),97410100,97410028,JPN,CRO
2006,18 Jun 2006 - 18:00,Group F,"FIFA World Cup Stadium, Munich",Munich ,Germany,48.1371079,11.5753822,Brazil,2,0,Australia, ,66000,0,0,MERK Markus (GER),SCHRAER Christian (GER),SALVER Jan-Hendrik (GER),97410100,97410027,BRA,AUS
2006,18 Jun 2006 - 21:00,Group G,Zentralstadion,Leipzig ,Germany,51.3406321,12.3747329,France,1,1,Korea Republic, ,43000,1,0,ARCHUNDIA Benito (MEX),RAMIREZ Jose (MEX),VERGARA Hector (CAN),97410100,97410029,FRA,KOR
2006,19 Jun 2006 - 15:00,Group G,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,51.5142273,7.4652789,Togo,0,2,Switzerland, ,65000,0,1,AMARILLA Carlos (PAR),ANDINO Amelio (PAR),BERNAL Manuel (PAR),97410100,97410030,TOG,SUI
2006,19 Jun 2006 - 18:00,Group H,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,53.5437641,10.0099133,Saudi Arabia,0,4,Ukraine, ,50000,0,2,POLL Graham (ENG),SHARP Philip (ENG),TURNER Glenn (ENG),97410100,97410032,KSA,UKR
2006,19 Jun 2006 - 21:00,Group H,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,48.7784485,9.1800132,Spain,3,1,Tunisia, ,52000,0,1,SIMON Carlos (BRA),TAVARES Aristeu (BRA),CORONA Ednilson (BRA),97410100,97410031,ESP,TUN
2006,20 Jun 2006 - 16:00,Group A,Olympiastadion,Berlin ,Germany,52.5170365,13.3888599,Ecuador,0,3,Germany, ,72000,0,2,IVANOV Valentin (RUS),GOLUBEV Nikolai (RUS),VOLNIN Evgueni (RUS),97410100,97410033,ECU,GER
2006,20 Jun 2006 - 16:00,Group A,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,52.3744779,9.7385532,Costa Rica,1,2,Poland, ,43000,1,1,MAIDIN Shamsul (SIN),PERMPANICH Prachya (THA),GHULOUM Eisa (UAE),97410100,97410034,CRC,POL
2006,20 Jun 2006 - 21:00,Group B,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,50.938361,6.959974,Sweden,2,2,England, ,45000,0,1,BUSACCA Massimo (SUI),BURAGINA Francesco (SUI),ARNET Matthias (SUI),97410100,97410035,SWE,ENG
2006,20 Jun 2006 - 21:00,Group B,Fritz-Walter-Stadion,Kaiserslautern ,Germany,49.4432174,7.7689951,Paraguay,2,0,"rn"">Trinidad and Tobago", ,46000,1,0,ROSETTI Roberto (ITA),COPELLI Cristiano (ITA),STAGNOLI Alessandro (ITA),97410100,97410036,PAR,TRI
2006,21 Jun 2006 - 16:00,Group D,Zentralstadion,Leipzig ,Germany,51.3406321,12.3747329,Iran,1,1,Angola, ,38000,0,0,SHIELD Mark (AUS),GIBSON Nathan (AUS),WILSON Ben (AUS),97410100,97410040,IRN,ANG
2006,21 Jun 2006 - 16:00,Group D,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,51.5110321,7.0960124,Portugal,2,1,Mexico, ,52000,2,1,MICHEL Lubos (SVK),Roman SLYSKO (SVK),BALKO Martin (SVK),97410100,97410039,POR,MEX
2006,21 Jun 2006 - 21:00,Group C,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,50.0537637,8.6370858,Netherlands,0,0,Argentina, ,48000,0,0,MEDINA CANTALEJO Luis (ESP),GIRALDEZ CARRASCO Victoriano (ESP),MEDINA HERNANDEZ Pedro (ESP),97410100,97410037,NED,ARG
2006,21 Jun 2006 - 21:00,Group C,"FIFA World Cup Stadium, Munich",Munich ,Germany,48.1371079,11.5753822,C�te d'Ivoire,3,2,"rn"">Serbia and Montenegro", ,66000,1,2,RODRIGUEZ Marco (MEX),CAMARGO Jose Luis (MEX),LEAL Leonel (CRC),97410100,97410038,CIV,SCG
2006,22 Jun 2006 - 16:00,Group E,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,53.5437641,10.0099133,Czech Republic,0,2,Italy, ,50000,0,1,ARCHUNDIA Benito (MEX),RAMIREZ Jose (MEX),VERGARA Hector (CAN),97410100,97410041,CZE,ITA
2006,22 Jun 2006 - 16:00,Group E,Franken-Stadion,Nuremberg ,Germany,49.453872,11.077298,Ghana,2,1,USA, ,41000,2,1,MERK Markus (GER),SCHRAER Christian (GER),SALVER Jan-Hendrik (GER),97410100,97410042,GHA,USA
2006,22 Jun 2006 - 21:00,Group F,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,51.5142273,7.4652789,Japan,1,4,Brazil, ,65000,1,1,POULAT Eric (FRA),DAGORNE Lionel (FRA),TEXIER Vincent (FRA),97410100,97410043,JPN,BRA
2006,22 Jun 2006 - 21:00,Group F,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,48.7784485,9.1800132,Croatia,2,2,Australia, ,52000,1,1,POLL Graham (ENG),SHARP Philip (ENG),TURNER Glenn (ENG),97410100,97410044,CRO,AUS
2006,23 Jun 2006 - 16:00,Group H,Olympiastadion,Berlin ,Germany,52.5170365,13.3888599,Ukraine,1,0,Tunisia, ,72000,0,0,AMARILLA Carlos (PAR),ANDINO Amelio (PAR),BERNAL Manuel (PAR),97410100,97410048,UKR,TUN
2006,23 Jun 2006 - 16:00,Group H,Fritz-Walter-Stadion,Kaiserslautern ,Germany,49.4432174,7.7689951,Saudi Arabia,0,1,Spain, ,46000,0,1,CODJIA Coffi (BEN),NTAGUNGIRA Celestin (RWA),ADERODJOU Aboudou (BEN),97410100,97410047,KSA,ESP
2006,23 Jun 2006 - 21:00,Group G,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,50.938361,6.959974,Togo,0,2,France, ,45000,0,0,LARRIONDA Jorge (URU),RIAL Walter (URU),FANDINO Pablo (URU),97410100,97410045,TOG,FRA
2006,23 Jun 2006 - 21:00,Group G,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,52.3744779,9.7385532,Switzerland,2,0,Korea Republic, ,43000,1,0,ELIZONDO Horacio (ARG),GARCIA Dario (ARG),OTERO Rodolfo (ARG),97410100,97410046,SUI,KOR
2006,24 Jun 2006 - 17:00,Round of 16,"FIFA World Cup Stadium, Munich",Munich ,Germany,48.1371079,11.5753822,Germany,2,0,Sweden, ,66000,2,0,SIMON Carlos (BRA),TAVARES Aristeu (BRA),CORONA Ednilson (BRA),97410200,97410049,GER,SWE
2006,24 Jun 2006 - 21:00,Round of 16,Zentralstadion,Leipzig ,Germany,51.3406321,12.3747329,Argentina,2,1,Mexico,Argentina win after extra time ,43000,0,0,BUSACCA Massimo (SUI),BURAGINA Francesco (SUI),ARNET Matthias (SUI),97410200,97410050,ARG,MEX
2006,25 Jun 2006 - 17:00,Round of 16,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,48.7784485,9.1800132,England,1,0,Ecuador, ,52000,0,0,DE BLEECKERE Frank (BEL),HERMANS Peter (BEL),VROMANS Walter (BEL),97410200,97410051,ENG,ECU
2006,25 Jun 2006 - 21:00,Round of 16,Franken-Stadion,Nuremberg ,Germany,49.453872,11.077298,Portugal,1,0,Netherlands, ,41000,1,0,IVANOV Valentin (RUS),GOLUBEV Nikolai (RUS),VOLNIN Evgueni (RUS),97410200,97410052,POR,NED
2006,26 Jun 2006 - 17:00,Round of 16,Fritz-Walter-Stadion,Kaiserslautern ,Germany,49.4432174,7.7689951,Italy,1,0,Australia, ,46000,0,0,MEDINA CANTALEJO Luis (ESP),GIRALDEZ CARRASCO Victoriano (ESP),MEDINA HERNANDEZ Pedro (ESP),97410200,97410053,ITA,AUS
2006,26 Jun 2006 - 21:00,Round of 16,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,50.938361,6.959974,Switzerland,0,0,Ukraine,Ukraine win on penalties (0 - 3),45000,0,0,ARCHUNDIA Benito (MEX),RAMIREZ Jose (MEX),VERGARA Hector (CAN),97410200,97410054,SUI,UKR
2006,27 Jun 2006 - 17:00,Round of 16,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,51.5142273,7.4652789,Brazil,3,0,Ghana, ,65000,2,0,MICHEL Lubos (SVK),Roman SLYSKO (SVK),BALKO Martin (SVK),97410200,97410055,BRA,GHA
2006,27 Jun 2006 - 21:00,Round of 16,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,52.3744779,9.7385532,Spain,1,3,France, ,43000,1,1,ROSETTI Roberto (ITA),COPELLI Cristiano (ITA),STAGNOLI Alessandro (ITA),97410200,97410056,ESP,FRA
2006,30 Jun 2006 - 17:00,Quarter-finals,Olympiastadion,Berlin ,Germany,52.5170365,13.3888599,Germany,1,1,Argentina,Germany win on penalties (4 - 2),72000,0,0,MICHEL Lubos (SVK),Roman SLYSKO (SVK),BALKO Martin (SVK),97410300,97410057,GER,ARG
2006,30 Jun 2006 - 21:00,Quarter-finals,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,53.5437641,10.0099133,Italy,3,0,Ukraine, ,50000,1,0,DE BLEECKERE Frank (BEL),HERMANS Peter (BEL),VROMANS Walter (BEL),97410300,97410058,ITA,UKR
2006,01 Jul 2006 - 17:00,Quarter-finals,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,51.5110321,7.0960124,England,0,0,Portugal,Portugal win on penalties (1 - 3),52000,0,0,ELIZONDO Horacio (ARG),GARCIA Dario (ARG),OTERO Rodolfo (ARG),97410300,97410059,ENG,POR
2006,01 Jul 2006 - 21:00,Quarter-finals,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,50.0537637,8.6370858,Brazil,0,1,France, ,48000,0,0,MEDINA CANTALEJO Luis (ESP),GIRALDEZ CARRASCO Victoriano (ESP),MEDINA HERNANDEZ Pedro (ESP),97410300,97410060,BRA,FRA
2006,04 Jul 2006 - 21:00,Semi-finals,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,51.5142273,7.4652789,Germany,0,2,Italy,Italy win after extra time ,65000,0,0,ARCHUNDIA Benito (MEX),RAMIREZ Jose (MEX),VERGARA Hector (CAN),97410400,97410061,GER,ITA
2006,05 Jul 2006 - 21:00,Semi-finals,"FIFA World Cup Stadium, Munich",Munich ,Germany,48.1371079,11.5753822,Portugal,0,1,France, ,66000,0,1,LARRIONDA Jorge (URU),RIAL Walter (URU),FANDINO Pablo (URU),97410400,97410062,POR,FRA
2006,08 Jul 2006 - 21:00,Third place,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,48.7784485,9.1800132,Germany,3,1,Portugal, ,52000,0,0,KAMIKAWA Toru (JPN),HIROSHIMA Yoshikazu (JPN),KIM Dae Young (KOR),97410500,97410063,GER,POR
2006,09 Jul 2006 - 20:00,Final,Olympiastadion,Berlin ,Germany,52.5170365,13.3888599,Italy,1,1,France,Italy win on penalties (5 - 3),69000,0,0,ELIZONDO Horacio (ARG),GARCIA Dario (ARG),OTERO Rodolfo (ARG),97410600,97410064,ITA,FRA
2010,11 Jun 2010 - 16:00,Group A,Soccer City Stadium,Johannesburg ,South Africa,-26.205,28.049722,South Africa,1,1,Mexico, ,84490,0,0,Ravshan IRMATOV (UZB),ILYASOV Rafael (UZB),KOCHKAROV Bakhadyr (KGZ),249722,300061454,RSA,MEX
2010,11 Jun 2010 - 20:30,Group A,Cape Town Stadium,Cape Town ,South Africa,-33.928992,18.417396,Uruguay,0,0,France, ,64100,0,0,NISHIMURA Yuichi (JPN),SAGARA Toru (JPN),JEONG Hae Sang (KOR),249722,300061453,URU,FRA
2010,12 Jun 2010 - 13:30,Group B,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,-33.91799,25.57007,Korea Republic,2,0,Greece, ,31513,1,0,HESTER Michael (NZL),HINTZ Jan Hendrik (NZL),MAKASINI Tevita (TGA),249722,300061459,KOR,GRE
2010,12 Jun 2010 - 16:00,Group B,Ellis Park Stadium,Johannesburg ,South Africa,-26.205,28.049722,Argentina,1,0,Nigeria, ,55686,1,0,Wolfgang STARK (GER),SALVER Jan-Hendrik (GER),PICKEL Mike (GER),249722,300061460,ARG,NGA
2010,12 Jun 2010 - 20:30,Group C,Royal Bafokeng Sports Palace,Phokeng ,South Africa,-25.575404,27.156484,England,1,1,USA, ,38646,1,1,SIMON Carlos (BRA),HAUSMANN Altemir (BRA),BRAATZ Roberto (BRA),249722,300061466,ENG,USA
2010,13 Jun 2010 - 13:30,Group C,Peter Mokaba Stadium,Polokwane ,South Africa,-23.9058333,29.4613889,Algeria,0,1,Slovenia, ,30325,0,0,BATRES Carlos (GUA),LEAL Leonel (CRC),PASTRANA Carlos (HON),249722,300061465,ALG,SVN
2010,13 Jun 2010 - 16:00,Group D,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,-25.7459374,28.1879444,Serbia,0,1,Ghana, ,38833,0,0,BALDASSI Hector (ARG),CASAS Ricardo (ARG),MAIDANA Hernan (ARG),249722,300061471,SRB,GHA
2010,13 Jun 2010 - 20:30,Group D,Durban Stadium,Durban ,South Africa,-29.861825,31.009909,Germany,4,0,Australia, ,62660,2,0,RODRIGUEZ Marco (MEX),CAMARGO Jose Luis (MEX),MORIN Alberto (MEX),249722,300111116,GER,AUS
2010,14 Jun 2010 - 13:30,Group E,Soccer City Stadium,Johannesburg ,South Africa,-26.205,28.049722,Netherlands,2,0,Denmark, ,83465,0,0,St�phane LANNOY (FRA),DANSAULT Eric (FRA),UGO Laurent (FRA),249722,300061478,NED,DEN
2010,14 Jun 2010 - 16:00,Group E,Free State Stadium,Mangaung/Bloemfontein ,South Africa,-29.1394472,26.2323395,Japan,1,0,Cameroon, ,30620,1,0,Oleg�rio BENQUEREN�A (POR),CARDINAL Jose (POR),MIRANDA Bertino (POR),249722,300061477,JPN,CMR
2010,14 Jun 2010 - 20:30,Group F,Cape Town Stadium,Cape Town ,South Africa,-33.928992,18.417396,Italy,1,1,Paraguay, ,62869,0,1,ARCHUNDIA Benito (MEX),VERGARA Hector (CAN),TORRENTERA Marvin (MEX),249722,300061484,ITA,PAR
2010,15 Jun 2010 - 13:30,Group F,Royal Bafokeng Sports Palace,Phokeng ,South Africa,-25.575404,27.156484,New Zealand,1,1,Slovakia, ,23871,0,0,DAMON Jerome (RSA),NTAGUNGIRA Celestin (RWA),MOLEFE Enock (RSA),249722,300061483,NZL,SVK
2010,15 Jun 2010 - 16:00,Group G,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,-33.91799,25.57007,C�te d'Ivoire,0,0,Portugal, ,37034,0,0,LARRIONDA Jorge (URU),FANDINO Pablo (URU),ESPINOSA Mauricio (URU),249722,300061489,CIV,POR
2010,15 Jun 2010 - 20:30,Group G,Ellis Park Stadium,Johannesburg ,South Africa,-26.205,28.049722,Brazil,2,1,Korea DPR, ,54331,0,0,KASSAI Viktor (HUN),EROS Gabor (HUN),VAMOS Tibor (HUN),249722,300061490,BRA,PRK
2010,16 Jun 2010 - 13:30,Group H,Mbombela Stadium,Nelspruit ,South Africa,-25.481944,30.984722,Honduras,0,1,Chile, ,32664,0,1,MAILLET Eddy (SEY),MENKOUANDE Evarist (CMR),HASSANI Bechir (TUN),249722,300061495,HON,CHI
2010,16 Jun 2010 - 16:00,Group H,Durban Stadium,Durban ,South Africa,-29.861825,31.009909,Spain,0,1,Switzerland, ,62453,0,0,WEBB Howard (ENG),Darren CANN (ENG),MULLARKEY Michael (ENG),249722,300111112,ESP,SUI
2010,16 Jun 2010 - 20:30,Group A,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,-25.7459374,28.1879444,South Africa,0,3,Uruguay, ,42658,0,1,BUSACCA Massimo (SUI),ARNET Matthias (SUI),BURAGINA Francesco (SUI),249722,300061452,RSA,URU
2010,17 Jun 2010 - 13:30,Group B,Soccer City Stadium,Johannesburg ,South Africa,-26.205,28.049722,Argentina,4,1,Korea Republic, ,82174,2,1,DE BLEECKERE Frank (BEL),HERMANS Peter (BEL),VROMANS Walter (BEL),249722,300061458,ARG,KOR
2010,17 Jun 2010 - 16:00,Group B,Free State Stadium,Mangaung/Bloemfontein ,South Africa,-29.1394472,26.2323395,Greece,2,1,Nigeria, ,31593,1,1,RUIZ Oscar (COL),GONZALEZ Abraham (COL),CLAVIJO Humberto (COL),249722,300061457,GRE,NGA
2010,17 Jun 2010 - 20:30,Group A,Peter Mokaba Stadium,Polokwane ,South Africa,-23.9058333,29.4613889,France,0,2,Mexico, ,35370,0,0,AL GHAMDI Khalil (KSA),KAMRANIFAR Hassan (IRN),AL MARZOUQI Saleh (UAE),249722,300061451,FRA,MEX
2010,18 Jun 2010 - 13:30,Group D,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,-33.91799,25.57007,Germany,0,1,Serbia, ,38294,0,1,Alberto UNDIANO MALLENCO (ESP),MARTINEZ Fermin (ESP),YUSTE Juan (ESP),249722,300061470,GER,SRB
2010,18 Jun 2010 - 16:00,Group C,Ellis Park Stadium,Johannesburg ,South Africa,-26.205,28.049722,Slovenia,2,2,USA, ,45573,2,0,Koman COULIBALY (MLI),ACHIK Redouane (MAR),MANUEL CANDIDO Inacio (ANG),249722,300061463,SVN,USA
2010,18 Jun 2010 - 20:30,Group C,Cape Town Stadium,Cape Town ,South Africa,-33.928992,18.417396,England,0,0,Algeria, ,64100,0,0,Ravshan IRMATOV (UZB),ILYASOV Rafael (UZB),KOCHKAROV Bakhadyr (KGZ),249722,300061464,ENG,ALG
2010,19 Jun 2010 - 13:30,Group E,Durban Stadium,Durban ,South Africa,-29.861825,31.009909,Netherlands,1,0,Japan, ,62010,0,0,BALDASSI Hector (ARG),CASAS Ricardo (ARG),MAIDANA Hernan (ARG),249722,300111117,NED,JPN
2010,19 Jun 2010 - 16:00,Group D,Royal Bafokeng Sports Palace,Phokeng ,South Africa,-25.575404,27.156484,Ghana,1,1,Australia, ,34812,1,1,ROSETTI Roberto (ITA),CALCAGNO Paolo (ITA),AYROLDI Stefano (ITA),249722,300061469,GHA,AUS
2010,19 Jun 2010 - 20:30,Group E,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,-25.7459374,28.1879444,Cameroon,1,2,Denmark, ,38074,1,1,LARRIONDA Jorge (URU),FANDINO Pablo (URU),ESPINOSA Mauricio (URU),249722,300061475,CMR,DEN
2010,20 Jun 2010 - 13:30,Group F,Free State Stadium,Mangaung/Bloemfontein ,South Africa,-29.1394472,26.2323395,Slovakia,0,2,Paraguay, ,26643,0,1,MAILLET Eddy (SEY),MENKOUANDE Evarist (CMR),HASSANI Bechir (TUN),249722,300061481,SVK,PAR
2010,20 Jun 2010 - 16:00,Group F,Mbombela Stadium,Nelspruit ,South Africa,-25.481944,30.984722,Italy,1,1,New Zealand, ,38229,1,1,BATRES Carlos (GUA),LEAL Leonel (CRC),PASTRANA Carlos (HON),249722,300061482,ITA,NZL
2010,20 Jun 2010 - 20:30,Group G,Soccer City Stadium,Johannesburg ,South Africa,-26.205,28.049722,Brazil,3,1,C�te d'Ivoire, ,84455,1,0,St�phane LANNOY (FRA),DANSAULT Eric (FRA),UGO Laurent (FRA),249722,300061488,BRA,CIV
2010,21 Jun 2010 - 13:30,Group G,Cape Town Stadium,Cape Town ,South Africa,-33.928992,18.417396,Portugal,7,0,Korea DPR, ,63644,1,0,POZO Pablo (CHI),BASUALTO Patricio (CHI),MONDRIA Francisco (CHI),249722,300061487,POR,PRK
2010,21 Jun 2010 - 16:00,Group H,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,-33.91799,25.57007,Chile,1,0,Switzerland, ,34872,0,0,AL GHAMDI Khalil (KSA),KAMRANIFAR Hassan (IRN),AL MARZOUQI Saleh (UAE),249722,300061493,CHI,SUI
2010,21 Jun 2010 - 20:30,Group H,Ellis Park Stadium,Johannesburg ,South Africa,-26.205,28.049722,Spain,2,0,Honduras, ,54386,1,0,NISHIMURA Yuichi (JPN),SAGARA Toru (JPN),JEONG Hae Sang (KOR),249722,300061494,ESP,HON
2010,22 Jun 2010 - 16:00,Group A,Royal Bafokeng Sports Palace,Phokeng ,South Africa,-25.575404,27.156484,Mexico,0,1,Uruguay, ,33425,0,1,KASSAI Viktor (HUN),EROS Gabor (HUN),VAMOS Tibor (HUN),249722,300061450,MEX,URU
2010,22 Jun 2010 - 16:00,Group A,Free State Stadium,Mangaung/Bloemfontein ,South Africa,-29.1394472,26.2323395,France,1,2,South Africa, ,39415,0,2,RUIZ Oscar (COL),GONZALEZ Abraham (COL),CLAVIJO Humberto (COL),249722,300061449,FRA,RSA
2010,22 Jun 2010 - 20:30,Group B,Durban Stadium,Durban ,South Africa,-29.861825,31.009909,Nigeria,2,2,Korea Republic, ,61874,1,1,Oleg�rio BENQUEREN�A (POR),CARDINAL Jose (POR),MIRANDA Bertino (POR),249722,300111115,NGA,KOR
2010,22 Jun 2010 - 20:30,Group B,Peter Mokaba Stadium,Polokwane ,South Africa,-23.9058333,29.4613889,Greece,0,2,Argentina, ,38891,0,0,Ravshan IRMATOV (UZB),ILYASOV Rafael (UZB),KOCHKAROV Bakhadyr (KGZ),249722,300061455,GRE,ARG
